aggregation,clip_macro_tr_all_mm,clip_macro_tr_left_hand_mm,clip_macro_tr_right_hand_mm,clip_macro_tr_upper_body_minus_face_mm,clip_macro_tr_upper_body_minus_head_mm,clip_macro_tr_upper_body_mm,clip_macro_v2v_left_wrist_mm,clip_macro_v2v_right_wrist_mm,clips,coverage,delta_tr_all_mm,delta_tr_left_hand_mm,delta_tr_right_hand_mm,delta_tr_upper_body_minus_face_mm,delta_tr_upper_body_minus_head_mm,delta_tr_upper_body_mm,frames,method,prediction_format,prediction_root,tr_all_mm,tr_left_hand_mm,tr_right_hand_mm,tr_upper_body_minus_face_mm,tr_upper_body_minus_head_mm,tr_upper_body_mm,v2v_left_wrist_mm,v2v_right_wrist_mm
author_vertex_micro,42.617093421921055,11.760075437371398,11.93663059650121,30.083311863500764,41.11022227650626,26.612207790213226,11.760075437371396,11.93663059650121,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1493,V5,safetensors,signal4d/runs/signal4d_v5_full1493_20260820/predictions,42.14278659351845,11.665088263740664,11.832893152542267,29.592881492644928,40.26432944123418,26.193475372683412,11.665088263740664,11.832893152542267
author_vertex_micro,42.58883672265145,11.730052563398797,11.906773514134656,30.016788708531283,40.98088883697928,26.56366253673376,11.730052563398797,11.906773514134658,57,1.0,-0.031676043507971485,-0.03118483854487586,-0.02729904679690165,-0.073492933271595,-0.13676949415987139,-0.054095080171535415,1493,V6,safetensors,signal4d/runs/signal4d_v6_final_full1493_20260821/predictions,42.11111055001048,11.633903425195788,11.805594105745365,29.519388559373333,40.12755994707431,26.139380292511877,11.633903425195788,11.805594105745367
