clip_id,legacy_region_tr_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_mpjpe_mm,root_aligned_body_pve_mm,root_aligned_hand_pve_mm,root_aligned_right_hand_pve_mm,sign_type,signer_id,temporal_body_acceleration_error_mm_per_s2,temporal_body_high_frequency_energy_ratio,temporal_body_jerk_error_mm_per_s3,temporal_body_motion_amplitude_ratio,temporal_body_spectral_l1_distance,temporal_body_velocity_error_mm_per_s,temporal_hand_acceleration_error_mm_per_s2,temporal_hand_high_frequency_energy_ratio,temporal_hand_jerk_error_mm_per_s3,temporal_hand_motion_amplitude_ratio,temporal_hand_spectral_l1_distance,temporal_hand_velocity_error_mm_per_s,temporal_right_hand_acceleration_error_mm_per_s2,temporal_right_hand_high_frequency_energy_ratio,temporal_right_hand_jerk_error_mm_per_s3,temporal_right_hand_motion_amplitude_ratio,temporal_right_hand_spectral_l1_distance,temporal_right_hand_velocity_error_mm_per_s,wrist_aligned_hand_pve_mm,wrist_aligned_right_hand_pve_mm
Muell,15.639763550011118,15.639763550011118,57.11360246250252,85.32419265763043,93.2421883429303,93.2421883429303,unknown,unknown,6736.024837069633,1.2588948817156087,192301.39115560337,1.0080806774406155,0.06999622441680997,269.21128702045263,5988.345434669069,0.9618390877729158,159376.8881465697,0.9602038840824489,0.014793458280360472,274.1976116721551,5988.345434669069,0.9618390877729158,159376.8881465697,0.9602038840824489,0.014793458280360472,274.1976116721551,21.375432193607814,21.375432193607814
