clip_id,frame_id,legacy_region_tr_left_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_pve_mm,root_aligned_left_hand_pve_mm,root_aligned_right_hand_pve_mm,wrist_aligned_left_hand_pve_mm,wrist_aligned_right_hand_pve_mm
AufgebenResignieren,150,10.812658639395405,12.44179900243376,57.33795326413043,124.95428346190168,123.93350447112583,26.08155420718097,25.05041388744781
AufgebenResignieren,152,9.884865439726552,10.887518936556393,52.727769591779825,108.36834708189384,106.43728004226918,23.7563660350251,22.290098658268118
AufgebenResignieren,154,10.862235395400514,10.950460175223904,42.836807946104095,64.34860810643217,70.16470056788252,25.869301083562895,23.374577026554682
AufgebenResignieren,156,10.995557731365913,10.12762996643834,42.304916681820345,61.89104718135705,64.51625449000025,26.310911490334547,20.994304987307295
AufgebenResignieren,158,12.040771884878039,11.321062170903858,41.99632749167498,64.69712054812715,64.2069495346972,28.451921824577415,23.636335271788003
AufgebenResignieren,160,11.781424096203963,11.399479036308934,42.69856844328291,66.87126842714508,62.473655586736946,28.25413646198717,23.3818524433876
AufgebenResignieren,162,10.747922427776262,11.650296688891771,42.99469663011403,57.68005744267378,60.62608886256331,26.890540083057896,23.240668288736945
AufgebenResignieren,164,11.42992080513311,11.704478955151133,42.685611289479134,64.33478558513971,62.39053432212006,26.94775881635861,23.352132570765388
AufgebenResignieren,166,11.074208151570577,10.720388286526745,43.23536106927404,66.13192939755207,62.16159389486795,26.79643666227559,22.25065128791063
AufgebenResignieren,168,11.058600958416577,10.701535670257824,42.27400592015033,61.55149727235093,60.991455158317,27.327005161175496,21.621993824504894
AufgebenResignieren,170,11.28098109742768,10.743495541508734,43.67840795983517,68.7079141776843,62.89770488837293,27.324295701852748,22.743651902214733
AufgebenResignieren,172,11.22742426751609,10.461079245127584,45.92726220422128,61.29299198070725,65.48700111209389,27.545447781498016,21.836519458940703
AufgebenResignieren,174,11.232307096025,9.613737065330668,50.44444733720125,60.77451480606462,95.66112095968516,27.624339945493286,18.90372095528133
AufgebenResignieren,176,11.320634849403225,10.153561043611749,51.78395254079122,61.28064248468311,107.57593430625901,28.304373114555816,19.652972809276257
AufgebenResignieren,178,11.393556069156112,10.384586125537304,44.898657768797904,63.39533418926864,74.17630111144025,28.200729906262612,21.78317126379951
AufgebenResignieren,180,11.119567151741633,9.945382861641598,48.296931942132915,58.949978116680434,64.95452247403904,27.544173350793173,20.623794846737866
AufgebenResignieren,182,11.813806562775138,10.926722359379674,41.10943603054007,74.11968529718278,63.49422045892331,28.13948390026635,22.942504817719897
AufgebenResignieren,184,10.976005413960683,9.943758253588921,48.94141171934289,64.17721787543695,67.75375546201803,27.339166514000325,19.94444208030498
AufgebenResignieren,186,10.740702063871566,10.383298602643746,47.40938030919664,60.669859969447685,64.27115885677509,26.667290717223757,21.365718532607644
AufgebenResignieren,188,10.888811403880283,10.58654898481675,43.35467281105166,69.07727563976333,64.53809661090999,27.367438270957905,21.729685815167784
AusgebenGeldVerschwenden,120,11.329854795333114,12.898246584581873,51.43877594895748,66.5367547151097,62.90886841657496,17.743238188819554,35.067943039340356
AusgebenGeldVerschwenden,122,12.831929063970636,13.492144599300632,53.02966260357954,69.57057889088769,79.44381379275582,17.33800289107047,39.23147790961523
AusgebenGeldVerschwenden,124,12.576307064244,12.74717698720714,50.77664648293427,66.59937101872202,92.2196800284864,17.341566722076482,40.98365251075077
AusgebenGeldVerschwenden,126,11.950969059979334,12.606202885816636,53.338077722442186,63.970446956552976,110.35032588327154,15.87164499772916,41.448196894126596
AusgebenGeldVerschwenden,128,15.730405978455948,11.323535339267723,50.42147341357419,68.50099557964715,102.68162655432583,24.542677804663505,33.78590022886781
AusgebenGeldVerschwenden,130,13.553529439054408,11.865631541780617,49.605532017495115,65.38610872412666,104.48364942491357,19.820337170558687,31.11062576358398
AusgebenGeldVerschwenden,132,13.35007280981412,11.344392159983682,57.038125698997625,65.78231445069898,125.53138757418877,19.92958723503413,28.67589965730385
AusgebenGeldVerschwenden,134,10.2723443346842,10.836759054105755,52.36765268079381,60.031834193452504,99.56934281180152,14.353497014614046,29.684840352186413
AusgebenGeldVerschwenden,136,11.303117842397064,12.149787438586781,50.47135198693152,62.69991138068252,86.01153210678278,18.200671112858217,34.42157932933716
AusgebenGeldVerschwenden,138,12.38084156583909,13.105214817854018,50.23761927112454,60.67134371158416,70.60250767332514,20.690586730882732,38.58220781316426
AusgebenGeldVerschwenden,140,12.28806520450798,13.917724533273967,47.13353333811337,59.58109923448175,59.96322457158211,22.809690854950098,40.39204880788246
AusgebenGeldVerschwenden,142,12.479617985092315,15.250209907162292,47.34996336536896,58.8304841064179,57.559969738092214,23.294195721450475,41.50888495928253
AusgebenGeldVerschwenden,144,12.255080039580388,15.19715692512989,52.513087646512595,55.33799549567574,53.04886543298221,21.805255338612607,41.02724603978925
AusgebenGeldVerschwenden,146,11.079251265343503,15.618485242538256,45.460770867279955,64.16845076228454,57.57345917387146,13.751450157242243,40.504568563868375
AusgebenGeldVerschwenden,148,12.104648835623328,15.93626609531369,50.06135333211678,65.56629552515376,81.6176221783715,16.326115141070083,44.24100762296123
AusgebenGeldVerschwenden,150,12.168399382312595,20.666065270661278,51.6510509860623,63.715459522578485,89.55602475165514,15.357699143728421,47.68500588163122
AusgebenGeldVerschwenden,152,12.081325475404604,14.857512741581566,49.971185661971646,62.567832795273766,100.43816480096487,16.134969000728848,44.82667626058819
AusgebenGeldVerschwenden,154,12.434461801199069,14.141636774560299,56.153698890610094,57.34359298711785,100.35817135387178,18.225660805071694,46.039429688917316
AusgebenGeldVerschwenden,156,11.958998333089273,12.955607301807541,59.285032769290844,56.055759997619965,98.03164303039966,16.475407209968786,40.11638509263001
Auto,104,12.190374961744439,15.052798278543612,43.04402529734524,50.899690268687934,84.42782592165347,17.91000625778056,29.856981072138073
Auto,106,12.162038261080735,15.13411745576954,41.32447373335548,56.707669061088,70.00559216376045,16.028331818477234,28.355482086298306
Auto,108,12.38680328190704,15.018745642773657,44.22316113828558,64.0374757478015,61.094801305335714,17.114057026935047,26.86139309149587
Auto,110,13.326584047677068,13.553084783944692,40.92872904859355,63.00401755675897,53.13976716011141,23.345333080856925,23.822400242662898
Auto,112,13.251562535773813,13.768642001820103,42.056287799933635,62.65632114240457,60.381722088766246,25.412429479159957,23.773452806564897
Auto,114,14.684765836562164,14.413041892629535,41.223556151336815,61.00145443756345,33.95945949863776,25.738193914171877,23.081731888098947
Auto,116,14.998100422136643,13.740545046554656,40.72015130407918,71.11873865139215,29.852252758142196,25.877230226857794,18.414457523653567
Auto,118,15.554220863868348,12.6929757746452,40.67862248229248,74.32751565513377,38.18341360376804,29.162865187751887,16.92919641193267
Auto,120,16.338415599510913,12.202380024578751,45.50598249775399,78.28770800169397,57.681110531984736,30.0363272349681,17.20839231537038
Auto,122,15.402567605679023,11.99076542173679,42.89550471857076,73.67905700034628,57.98064637591986,27.432772393832362,17.26130445775991
Auto,124,14.22826685423684,12.52990751985433,43.301547100805784,65.70975913721857,60.160805610089966,24.749980865347215,17.89870971465061
Auto,126,12.9475293531638,12.741233398493453,40.50961220346274,52.361166557266515,56.38176906159139,22.27284734931813,18.757505836759847
Auto,128,11.799652176814666,13.97561370869252,44.47602863731955,38.13540036960761,63.01739542542405,18.720004281210546,19.790651350373096
Auto,130,12.150928311200293,14.73092530414781,43.85351851504951,36.90801380510196,62.48652972702843,15.941583166748753,23.661632867092663
Auto,132,11.399021795360293,14.787659882987938,39.236329828977475,40.07029093502416,62.55259939806977,14.665500631469824,24.570834700690785
Auto,134,11.333086560451932,13.490326100844683,39.7797313689947,43.08301553936985,59.38988520564999,13.439885956164696,20.96106824763844
Auto,136,12.717484545927444,14.83972550308786,43.56779744039981,58.40553985655203,53.67823843325907,20.15367268684543,24.475678017283368
Auto,138,12.424086779557,14.545472878163997,41.581358573380456,60.416876537478394,57.19839421103549,19.269037535375944,23.257269524745293
Auto,140,12.373386680533153,14.497524591431953,42.918991335849725,56.79743754978868,48.246596175793854,19.44751235918054,22.40042336580449
Auto,142,12.658997333059204,14.582619109014558,45.79818637019952,61.42685280087277,43.14555592175211,21.42874315496792,20.862235355519005
Auto,144,13.27321595499607,14.504614889587149,39.47338829313337,56.44788638517577,37.91006486719451,23.225938698943647,19.86556929649308
Auto,146,12.851164332261316,14.241731652526695,41.890748990717704,62.116303820961505,39.34764457038632,26.84539171652917,18.02660623443787
Auto,148,13.626648535550489,14.126767239376539,40.188885377111646,56.46435064900652,48.668860627576315,26.486822624275085,17.6253540774385
Auto,150,13.275605297962457,13.114795489183898,38.71031204168763,44.868160890991234,52.45916541315207,25.27810899483107,16.750084785261535
Auto,152,13.199770910273392,13.404624748301744,37.599774759261315,43.17840944163982,51.61450500434824,23.781967686641508,17.65015888517634
Auto,154,12.6124066500924,13.39595351865721,38.6650970156035,41.38337034265205,51.390045923093545,21.32353309355014,17.596721226087634
Auto,156,11.948351751442276,13.061974967705524,38.170540964434494,40.45321179159039,57.12999521054127,19.589810719048995,17.69156820309681
Auto,158,12.406956198745812,13.283214450982028,40.05400758744499,51.70317804047538,61.275629336485345,18.64746227326241,18.67623285900136
Auto,160,12.603612581921402,13.814115613673112,41.78699099988048,46.386656881155254,71.71059221897232,18.057944592042467,19.23165558292417
Auto,162,11.97054543819398,14.026482881827597,40.08355743509684,57.21623518670548,58.52793599330119,17.701070484826598,20.106080218204056
Auto,164,13.395917853260375,14.237979135477794,41.39285485766638,61.62245100226393,61.76155039033913,19.200935106538935,22.366912951534193
Auto,166,13.397966883942903,14.859341933525274,41.11012317376892,59.38363600578584,59.2425567278229,19.55670643415563,22.51851229175384
Auto,168,12.407524821110396,14.01534208010918,40.970869939867306,62.97177516347455,54.86779535749677,20.296302449882624,23.327231130154697
Auto,170,13.623461053307661,14.633178283506302,40.15423051958991,60.475998483184355,56.94752861749286,20.53028819498709,21.90624310676592
Auto,172,12.886042879363501,14.53579925530515,42.884108059043186,73.63819406346127,56.48350733647462,20.803525011201543,23.144990176671918
BesuchenEinmischen,172,19.469826006787795,11.72592816261682,48.340025586192624,57.89019118833967,66.42291335581928,24.80314514875833,16.091249296774343
BesuchenEinmischen,174,20.22566188263969,11.386030372382525,45.16639914769651,55.634662506925,77.56428946752759,26.813142251064583,17.116631251918257
BesuchenEinmischen,176,17.519284173615805,10.62875043148881,49.64497246634139,55.00872404037964,84.40389284752374,21.286124386286765,14.828619145707766
BesuchenEinmischen,178,19.532567364876623,11.121649742755121,48.36102235327924,66.00096393095494,69.16023384588043,31.499979885418742,19.23374392383144
BesuchenEinmischen,180,15.928392432131574,21.82645519793153,48.4644085044572,59.3310341484609,62.81285237938761,24.02657823726478,26.22011822583703
BesuchenEinmischen,182,14.297998092345948,12.364355719120926,48.12928428375168,51.871708933464824,63.280432610998695,19.49029150077697,19.057589539339162
BesuchenEinmischen,184,14.41902871383109,13.059270206113212,48.369067483780775,51.886796603707914,67.84505256793926,18.57977549156255,19.29467416763905
BesuchenEinmischen,186,16.308040518220633,10.734209270184964,50.20722125363919,60.769648681864716,55.956038837955546,24.66823226182153,16.958778188542446
BesuchenEinmischen,188,14.769038371804436,12.375908642971968,49.40077810321213,59.07311805582132,57.2389391712308,21.77573957251418,22.452961642493207
BesuchenEinmischen,190,16.34438460095759,13.688258793421566,47.23975511913328,59.38185211549722,61.85198252397364,23.394283047227397,25.02291237260755
BesuchenEinmischen,192,18.497235668698536,14.46694689899919,47.78841133030025,64.2827886358343,65.66977265900155,32.37719917814219,27.89467106602328
BesuchenEinmischen,194,14.847470075979112,10.565428212735661,47.13893545678655,53.67194745343316,66.4223192646594,18.173389291918713,19.0993048863642
BesuchenEinmischen,196,18.94107161343656,15.63538651040641,47.09247187059713,62.103766464396216,66.0557187878387,33.31436712298205,30.695722083716486
BesuchenEinmischen,198,19.496714746903212,16.246927115635273,48.41219129744462,71.14061807825414,68.95032265115823,38.1148498542701,32.075153184932915
BesuchenEinmischen,200,17.51499937765609,16.322146540111106,53.83584321760752,62.65448845131133,71.54451383480128,29.132335780877284,33.30985844821787
BesuchenEinmischen,202,15.318829013270134,12.066925089342215,48.40213483430357,56.02858018946554,68.397268045257,18.267588654535853,25.44006335221589
BesuchenEinmischen,204,17.992385451534606,16.955973339668322,49.47149678039133,73.2235711357773,70.51150838630934,34.458942585242724,35.07592523230134
BesuchenEinmischen,206,17.297927009374117,16.068152984804264,47.86575901155787,58.88030895356159,68.88719327895862,30.408584297765692,33.545610813326256
BesuchenEinmischen,208,18.42338283159531,16.487384045792705,53.788562605986506,67.06446496145557,73.6034666200131,34.828869599488534,34.60996434328258
Blitz,131,,15.32304864351986,55.06416109742882,,50.65384197248098,,22.314148846234456
Blitz,133,,14.665373011623009,60.356804798102175,,49.61787751592909,,22.836004820526696
Blitz,135,,14.376534212005978,59.53374672940837,,45.06271184904526,,22.00741407735573
Blitz,137,,13.413960228463495,64.92755076100572,,36.76566279646395,,19.82197687567696
Blitz,139,,13.401981005026089,59.61077630834482,,35.83853460369637,,18.032107417236393
Blitz,141,,12.067584297581716,66.14803320503799,,32.68328162961209,,13.689565577305512
Blitz,143,,12.41037971280394,68.66681793607206,,27.94940716778782,,14.149764961758478
Blitz,145,,12.56825125285886,68.25393127027303,,35.31229741372604,,16.230413298985532
Blitz,147,,12.084570382507714,65.27412808388858,,41.859309326478886,,16.63275532489157
Blitz,149,,11.527500612857049,69.1724547525999,,46.98015386744181,,16.22860736945725
Blitz,151,,11.776932407299102,71.46944728068806,,53.62585557016235,,16.21880976353833
Blitz,153,,10.359827349105574,70.96015331766745,,42.45970830862435,,11.998654395258901
Blitz,155,,10.729081171289026,65.83144273596912,,40.68382528394536,,11.107735372593842
Blitz,157,,10.689474491441958,70.26751557482817,,44.89912843291016,,11.416758011878182
Blitz,159,,11.439672681953875,82.7870482704556,,66.74644054389404,,11.759083015543045
Blitz,161,,13.069088759249789,80.28769100641239,,76.32856404806738,,14.268132925204407
Blitz,163,,14.835572490052263,70.24086715446147,,65.00540379167697,,19.382426960761684
Blitz,165,,14.80237712032493,73.17108467687429,,75.49360676948132,,23.768778764876842
Blitz,167,,15.955421452819147,83.47346352414024,,97.99317949597767,,25.951176460297106
Blitz,169,,16.101852598294485,79.52186646801515,,110.34134473106828,,26.633505213602977
Blitz,171,,16.67568039244683,82.62583998948774,,108.61942674412862,,27.666172305557716
Blitz,173,,16.61420092784013,83.56816549416394,,112.88975959082443,,27.45189313308213
Blitz,175,,16.40887169635659,77.05894374899525,,110.7947237431376,,26.470619630383112
Blitz,177,,16.635251705823748,73.58450562831666,,108.6955764041044,,25.124282666399466
Blume,121,18.38666087083157,10.54573879095302,46.36714421507482,61.61333155341621,64.87886763978719,27.116194329003395,14.125326059594114
Blume,123,19.61509186055837,11.173248680821242,56.88202301187052,63.33057845863892,79.434121729775,29.18228726006216,17.117032216117856
Blume,125,19.401364148184154,14.817403222051443,56.478891239182,100.51115982265489,61.41672919288216,28.513303550808697,21.75578220675501
Blume,127,20.282483115258422,8.79009469990764,53.33853700473053,72.39180712066448,71.82901854427796,28.21829645969275,14.382381718999403
Blume,129,22.195404953193894,8.656575889477528,60.35106365999626,74.32066364146527,83.53798494788337,29.60710446475154,16.616520948312406
Blume,131,21.379117891869427,9.529949190306994,60.24061616316156,74.90304957050365,77.94126566257712,29.307772570603785,14.953768068131719
Blume,133,20.743801800402686,9.443623164401394,59.487997389179725,73.31249975990559,70.3734525758489,29.826388025182624,12.771607360600084
Blume,135,20.149481749004575,9.309160124485679,65.42642391540271,68.93096524739818,69.57506837303423,29.557536823749647,12.494769184820484
Blume,137,20.415669845745526,10.054679139142474,66.21213932685863,61.555063129005454,67.81109878548386,29.377908978245898,14.433901300856125
Blume,139,20.36564796304819,10.479832731979858,63.21755252420803,54.95312191712735,65.12567814484055,29.057454781586543,13.93740068253024
Blume,141,20.664673861603955,10.512380568754402,49.565559107180796,52.19688084822065,59.73629122264731,30.562551346306854,13.615743126930154
Blume,143,21.206144277827903,10.555426594544036,55.6301122625026,52.826402782597825,62.899127135648726,31.340505516779192,13.744804351409378
Blume,145,21.617053861048465,10.855191393669056,45.297856067645355,54.01852026348933,65.31939560971531,32.691955534365285,12.460088109019342
Blume,147,21.719523444135607,10.513970344281347,52.74649413536457,52.780472577786114,62.790025550947966,32.40249816460599,13.560887616458832
Blume,149,20.909979253505906,10.568593702735697,54.75269398897645,56.73020949285242,66.97466109386058,32.13063339683222,12.459615008408804
Blume,151,21.819289625717428,11.553570158549233,43.7335588655684,54.657319715355214,61.15257708003223,32.49884441958147,12.623361695364679
Blume,153,21.944926816670073,10.619801738565242,47.44751714985604,54.7472263389783,61.20294977290037,33.42953788410743,12.794138978294404
Blume,155,20.856989195010353,10.878228607045326,46.187825662258454,51.612695006890974,63.45930157905808,31.404798902460293,12.832139329801453
Blume,157,21.48253071794485,10.827391285722095,47.283910219894175,51.39960355523653,63.361622145588214,32.253721027008226,13.586108162839427
Blume,159,21.78851684234341,11.217917134956283,47.06888980360967,52.06854477209635,63.648319417759616,32.911072920502015,13.838264359343496
