clip_id,frame_id,legacy_region_tr_hand_pve_mm,legacy_region_tr_left_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_mpjpe_mm,root_aligned_body_pve_mm,root_aligned_hand_pve_mm,root_aligned_left_hand_pve_mm,root_aligned_right_hand_pve_mm,wrist_aligned_hand_pve_mm,wrist_aligned_left_hand_pve_mm,wrist_aligned_right_hand_pve_mm
Muell,116,10.147767055049313,,10.147767055049313,59.734078238286756,83.69753847179037,88.43818393006016,,88.43818393006016,11.49667422337911,,11.49667422337911
Muell,118,11.239463357620776,,11.239463357620776,60.0208539185515,85.01600479246763,83.68134033591072,,83.68134033591072,13.174033792412732,,13.174033792412732
Muell,120,10.966786630101602,,10.966786630101602,58.108818959617494,82.06646986976845,71.73020104192369,,71.73020104192369,11.985578209716188,,11.985578209716188
Muell,122,12.139973762951577,,12.139973762951577,62.2914047916604,90.6759406495001,79.70590123425377,,79.70590123425377,13.535142995693896,,13.535142995693896
Muell,124,12.217355011324054,,12.217355011324054,59.798722024721926,89.83451837510057,75.24151345282378,,75.24151345282378,13.626084834036345,,13.626084834036345
Muell,126,11.930800026146988,,11.930800026146988,54.18426850245313,73.19114123733164,85.13471507798921,,85.13471507798921,16.28672731178176,,16.28672731178176
Muell,128,10.240414377725056,,10.240414377725056,71.39987324422226,104.91965698378222,122.15358374257495,,122.15358374257495,21.826837930924242,,21.826837930924242
Muell,130,16.044544620073612,,16.044544620073612,63.51889384461319,93.93753740805337,116.12769992758761,,116.12769992758761,19.332040078439405,,19.332040078439405
Muell,132,18.367491044166385,,18.367491044166385,62.304879862654566,94.48141052839367,94.47807250358998,,94.47807250358998,22.823126214071603,,22.823126214071603
Muell,134,16.782328128957996,,16.782328128957996,54.79050732256234,81.72986524544,90.22726344698108,,90.22726344698108,25.626546301925575,,25.626546301925575
Muell,136,15.40933124908117,,15.40933124908117,45.5536804592084,69.03355651823578,80.91657215142682,,80.91657215142682,23.527408076896627,,23.527408076896627
Muell,138,16.505541981269765,,16.505541981269765,58.3057208137582,91.63334503488794,103.37866660729424,,103.37866660729424,24.107868867337604,,24.107868867337604
Muell,140,28.17405861647022,,28.17405861647022,51.03682557820614,82.2644028459092,107.7540199621612,,107.7540199621612,38.060470602816764,,38.060470602816764
Muell,142,28.105800385419183,,28.105800385419183,49.108346645299214,81.43533182689318,98.98328151099759,,98.98328151099759,38.74520801172221,,38.74520801172221
Muell,144,27.629462424641368,,27.629462424641368,46.73038474642051,76.05458552697291,96.05917198547543,,96.05917198547543,36.71807028924853,,36.71807028924853
