clip_id,legacy_region_tr_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_mpjpe_mm,root_aligned_body_pve_mm,root_aligned_hand_pve_mm,root_aligned_right_hand_pve_mm,sign_type,signer_id,temporal_body_acceleration_error_mm_per_s2,temporal_body_high_frequency_energy_ratio,temporal_body_jerk_error_mm_per_s3,temporal_body_motion_amplitude_ratio,temporal_body_spectral_l1_distance,temporal_body_velocity_error_mm_per_s,temporal_hand_acceleration_error_mm_per_s2,temporal_hand_high_frequency_energy_ratio,temporal_hand_jerk_error_mm_per_s3,temporal_hand_motion_amplitude_ratio,temporal_hand_spectral_l1_distance,temporal_hand_velocity_error_mm_per_s,temporal_right_hand_acceleration_error_mm_per_s2,temporal_right_hand_high_frequency_energy_ratio,temporal_right_hand_jerk_error_mm_per_s3,temporal_right_hand_motion_amplitude_ratio,temporal_right_hand_spectral_l1_distance,temporal_right_hand_velocity_error_mm_per_s,wrist_aligned_hand_pve_mm,wrist_aligned_right_hand_pve_mm
Muell,16.393407911399937,16.393407911399937,57.12581726348241,85.3314203543018,92.93401246073668,92.93401246073668,unknown,unknown,6774.764489771921,1.2601604180171346,194360.53071766076,1.0124741173337077,0.07033838167531653,269.30177270094447,5876.292393975432,0.9631063988049031,157341.4250038317,0.9651157209045742,0.013686948110248417,268.37070399603914,5876.292393975432,0.9631063988049031,157341.4250038317,0.9651157209045742,0.013686948110248417,268.37070399603914,22.058121182693508,22.058121182693508
