aggregation,clip_macro_tr_all_mm,clip_macro_tr_left_hand_mm,clip_macro_tr_right_hand_mm,clip_macro_tr_upper_body_minus_face_mm,clip_macro_tr_upper_body_minus_head_mm,clip_macro_tr_upper_body_mm,clip_macro_v2v_left_wrist_mm,clip_macro_v2v_right_wrist_mm,clips,coverage,delta_tr_all_mm,delta_tr_left_hand_mm,delta_tr_right_hand_mm,delta_tr_upper_body_minus_face_mm,delta_tr_upper_body_minus_head_mm,delta_tr_upper_body_mm,frames,method,prediction_format,prediction_root,tr_all_mm,tr_left_hand_mm,tr_right_hand_mm,tr_upper_body_minus_face_mm,tr_upper_body_minus_head_mm,tr_upper_body_mm,v2v_left_wrist_mm,v2v_right_wrist_mm
author_vertex_micro,43.01650560724863,12.749621835909833,11.07617185073203,31.104157000159333,42.37488357774159,27.4551846251438,12.749621835909833,11.07617185073203,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,260,V5,safetensors,signal4d/runs/signal4d_v5_full1493_20260820/predictions,42.93896970624283,12.717843235094662,10.984431669695974,30.88983446799486,41.88709131477147,27.25834510488187,12.717843235094662,10.984431669695974
author_vertex_micro,42.96175383981031,12.659644665180767,11.017797253092688,30.97983049401179,42.08819316190001,27.365195802427323,12.659644665180767,11.017797253092688,12,1.0,-0.07357805485064972,-0.14088305115411615,-0.09319761550434791,-0.1719995651581776,-0.35573917194908944,-0.12661536277773067,260,V6,safetensors,signal4d/runs/v6_final_cal_20260821/predictions,42.86539165139218,12.576960183940546,10.891234054191626,30.71783490283668,41.53135214282238,27.131729742104138,12.576960183940546,10.891234054191626
