sign,frame,mpvpe_ubody,mpvpe_lhand,mpvpe_rhand,trv2v_ubody,trv2v_lhand,trv2v_rhand,pred_path,gt_path
Blitz,low_135,36.711644,124.167375,17.272407,25.884727,55.155858,13.909372,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_135.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00270.obj
Blitz,low_137,38.994141,119.410381,15.126759,27.034409,52.579921,12.488727,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_137.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00274.obj
Blitz,low_139,40.266149,124.888830,14.754749,26.260881,55.486754,12.114378,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_139.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00278.obj
Blitz,low_141,39.719377,126.822382,13.656348,25.406791,57.619710,11.962458,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_141.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00282.obj
Blitz,low_143,46.628900,127.143294,11.498063,26.936328,56.056406,10.554094,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_143.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00286.obj
Blitz,low_145,41.576803,128.821060,15.229361,26.166487,58.549210,12.442625,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_145.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00290.obj
Blitz,low_147,42.297579,119.500741,14.888423,27.180776,55.078600,11.498488,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_147.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00294.obj
Blitz,low_149,47.322858,115.160756,16.573843,27.236184,52.593302,11.151150,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_149.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00298.obj
Blitz,low_151,47.732815,107.933089,16.925102,26.723655,49.179159,10.854024,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_151.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00302.obj
Blitz,low_153,45.548480,104.616165,14.115780,27.008036,47.178388,10.683456,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_153.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00306.obj
Blitz,low_155,44.696230,100.079589,11.131515,26.011871,45.819007,10.608155,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_155.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00310.obj
Blitz,low_157,39.382860,118.931025,11.985692,22.974771,56.183837,11.833252,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_157.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00314.obj
Blitz,low_159,43.734159,126.555413,11.662648,24.665661,59.472047,11.292163,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_159.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00318.obj
Blitz,low_161,49.971852,127.972424,13.704921,28.237216,58.985036,12.169669,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_161.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00322.obj
Blitz,low_163,44.575926,119.526021,15.847642,27.988749,56.767862,13.730946,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_163.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00326.obj
Blitz,low_165,47.176152,119.826645,21.229820,30.864643,57.111535,14.752652,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_165.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00330.obj
Blitz,low_167,48.663892,117.772974,22.537023,30.871460,56.660354,15.503102,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_167.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00334.obj
Blitz,low_169,47.592018,124.570802,23.487499,31.379119,59.906922,15.397752,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_169.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00338.obj
Blitz,low_171,49.167451,125.151649,26.755296,32.389987,59.706766,17.105978,/home/haipd/DexAvatar/outputs/output_wilor/Blitz/smplifyx/meshes/low_171.obj,/home/haipd/DexAvatar/data/smplx_gt/Blitz/00342.obj
Boese,low_131,38.839854,91.897503,41.286286,24.126317,44.337481,20.656073,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_131.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00262.obj
Boese,low_133,51.491454,99.368863,37.603907,27.428184,47.433387,19.913172,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_133.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00266.obj
Boese,low_135,54.036878,108.235851,47.178343,29.107668,50.505780,22.883089,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_135.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00270.obj
Boese,low_137,47.015339,96.067525,49.488734,26.946809,44.675652,23.251722,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_137.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00274.obj
Boese,low_139,46.970241,95.883071,40.286306,26.926016,45.572694,20.347470,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_139.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00278.obj
Boese,low_141,39.590623,91.109134,44.167060,27.163833,43.846846,22.872787,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_141.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00282.obj
Boese,low_143,42.268738,94.208084,45.440380,26.408067,44.853944,22.670660,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_143.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00286.obj
Boese,low_145,42.603120,99.424675,35.088047,26.664631,47.923841,19.235378,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_145.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00290.obj
Boese,low_147,43.956198,102.315813,42.412031,27.021341,49.641542,21.066813,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_147.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00294.obj
Boese,low_149,49.421813,94.074681,47.653876,26.873238,45.857955,23.445200,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_149.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00298.obj
Boese,low_151,39.181832,99.297702,36.307715,24.181584,48.823729,20.391630,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_151.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00302.obj
Boese,low_153,44.491012,93.109302,37.856318,25.398400,44.792134,20.748908,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_153.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00306.obj
Boese,low_155,46.289470,102.353998,39.178807,25.341671,48.830096,20.911263,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_155.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00310.obj
Boese,low_157,48.379939,102.717377,34.239065,26.458047,48.743989,18.859917,/home/haipd/DexAvatar/outputs/output_wilor/Boese/smplifyx/meshes/low_157.obj,/home/haipd/DexAvatar/data/smplx_gt/Boese/00314.obj
Dort,low_173,41.169960,93.924232,14.975155,24.179548,47.666624,11.626796,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_173.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00346.obj
Dort,low_175,46.277259,87.534092,12.092854,25.383508,44.862743,11.490220,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_175.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00350.obj
Dort,low_177,44.174306,99.196218,14.607049,25.658472,49.748518,13.512690,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_177.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00354.obj
Dort,low_179,40.357146,93.777463,13.954122,25.582844,45.817580,13.569959,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_179.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00358.obj
Dort,low_181,40.898595,88.712387,14.014693,26.462689,44.194844,13.620967,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_181.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00362.obj
Dort,low_183,40.137880,94.636858,13.897799,24.848914,47.362659,13.130466,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_183.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00366.obj
Dort,low_185,41.014530,89.769259,13.820887,27.328692,44.476245,13.100964,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_185.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00370.obj
Dort,low_187,41.845143,89.779660,14.133207,27.533557,43.263260,13.086492,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_187.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00374.obj
Dort,low_189,40.850420,92.754103,14.745937,26.498081,44.302933,13.296967,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_189.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00378.obj
Dort,low_191,42.460963,94.407797,14.178977,23.912938,46.503842,13.095944,/home/haipd/DexAvatar/outputs/output_wilor/Dort/smplifyx/meshes/low_191.obj,/home/haipd/DexAvatar/data/smplx_gt/Dort/00382.obj
Duenn,low_160,42.668130,66.355251,14.634012,25.567789,34.472685,15.084126,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_160.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00320.obj
Duenn,low_162,39.878715,69.885790,14.604495,26.759723,38.373400,15.059013,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_162.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00324.obj
Duenn,low_164,47.343705,73.868461,14.950939,26.253996,40.175129,15.154151,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_164.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00328.obj
Duenn,low_166,43.006744,76.302223,14.811851,24.530962,40.738590,15.222382,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_166.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00332.obj
Duenn,low_168,48.722848,75.345345,15.430008,25.295049,39.549146,15.443135,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_168.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00336.obj
Duenn,low_170,53.166162,82.503483,15.382272,26.884625,42.900532,15.524007,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_170.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00340.obj
Duenn,low_172,53.288713,72.977826,15.754387,25.693957,37.914548,16.084036,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_172.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00344.obj
Duenn,low_174,50.480843,73.539339,14.870258,26.821030,40.094975,15.296116,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_174.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00348.obj
Duenn,low_176,53.812366,80.981776,14.988339,26.555760,43.281164,15.319030,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_176.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00352.obj
Duenn,low_178,52.440103,85.930042,14.816813,27.523350,46.718657,15.167017,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_178.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00356.obj
Duenn,low_180,54.302383,86.960420,14.844047,27.411498,45.947194,15.066609,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_180.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00360.obj
Duenn,low_182,44.840612,80.771312,14.324086,28.161870,44.489820,14.690646,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_182.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00364.obj
Duenn,low_184,41.570034,81.803314,14.358812,29.489219,44.018220,14.751572,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_184.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00368.obj
Duenn,low_186,53.084411,88.884562,14.596228,28.504118,47.414847,15.068165,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_186.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00372.obj
Duenn,low_188,51.272672,80.095403,14.477885,27.693931,41.782532,14.866055,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_188.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00376.obj
Duenn,low_190,40.628433,83.454512,14.641454,26.692413,43.706074,15.036234,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_190.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00380.obj
Duenn,low_192,41.190047,84.262870,15.113159,29.742721,44.547062,15.507361,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_192.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00384.obj
Duenn,low_194,49.575288,85.977942,14.888114,28.115349,45.507621,15.340340,/home/haipd/DexAvatar/outputs/output_wilor/Duenn/smplifyx/meshes/low_194.obj,/home/haipd/DexAvatar/data/smplx_gt/Duenn/00388.obj
Frech,low_157,59.050199,95.886633,20.646892,34.611065,45.675732,11.611414,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_157.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00314.obj
Frech,low_159,47.095053,100.420907,25.093909,31.094749,48.853219,13.441349,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_159.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00318.obj
Frech,low_161,48.473090,97.050123,23.747319,31.656187,47.766417,12.618397,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_161.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00322.obj
Frech,low_163,56.407448,94.261974,26.975641,35.799325,44.992227,13.207627,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_163.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00326.obj
Frech,low_165,49.826261,95.710084,24.539487,32.196820,45.659371,12.546348,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_165.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00330.obj
Frech,low_167,58.906686,89.412734,23.287943,36.054231,43.156326,11.893122,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_167.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00334.obj
Frech,low_169,67.973338,90.847395,23.162251,39.687723,43.997455,12.228215,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_169.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00338.obj
Frech,low_171,72.409198,99.152789,23.002388,42.354248,46.922300,11.886138,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_171.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00342.obj
Frech,low_173,54.206099,98.459572,21.801125,31.267494,46.574473,13.237574,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_173.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00346.obj
Frech,low_175,52.871544,111.017242,19.396447,31.177059,51.077876,12.628887,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_175.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00350.obj
Frech,low_177,43.455880,108.087160,18.358817,26.438778,50.070390,14.389293,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_177.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00354.obj
Frech,low_179,48.514225,116.266541,25.441010,28.598471,53.532291,12.937841,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_179.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00358.obj
Frech,low_181,52.847777,117.120996,27.003136,28.743463,53.130489,14.006964,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_181.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00362.obj
Frech,low_183,51.052291,118.584402,24.882393,29.464535,54.487333,13.054676,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_183.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00366.obj
Frech,low_185,48.748516,121.983059,26.124388,30.906007,56.496851,13.878081,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_185.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00370.obj
Frech,low_187,49.353149,123.224616,23.309048,30.348044,56.885350,13.707835,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_187.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00374.obj
Frech,low_189,47.603231,116.325594,21.553930,29.186388,54.735083,13.654098,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_189.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00378.obj
Frech,low_191,48.875723,111.075245,22.287972,28.066786,51.475242,13.981765,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_191.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00382.obj
Frech,low_193,49.442012,103.897631,21.266034,27.301937,48.305847,13.552834,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_193.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00386.obj
Frech,low_195,48.132051,111.554794,21.465883,29.080480,52.007928,13.664306,/home/haipd/DexAvatar/outputs/output_wilor/Frech/smplifyx/meshes/low_195.obj,/home/haipd/DexAvatar/data/smplx_gt/Frech/00390.obj
Jahr,low_168,42.825617,102.298252,19.926304,32.636471,44.621743,16.009660,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_168.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00336.obj
Jahr,low_180,42.357869,113.736697,13.641464,27.940383,53.159859,12.948786,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_180.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00360.obj
Jahr,low_182,40.780507,110.522687,13.236919,24.705982,54.125801,13.079412,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_182.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00364.obj
Jahr,low_184,39.461982,107.751012,17.453121,22.962430,54.411478,14.170557,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_184.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00368.obj
Jahr,low_186,39.712634,104.428850,15.483195,24.109159,53.343818,13.509586,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_186.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00372.obj
Jahr,low_188,38.107775,89.923546,15.445101,23.003552,46.993118,12.564841,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_188.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00376.obj
Jahr,low_190,39.322291,85.834667,14.110208,23.819873,44.981308,12.485676,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_190.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00380.obj
Jahr,low_192,36.269460,74.446328,13.972873,22.402424,40.766343,12.116241,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_192.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00384.obj
Jahr,low_194,34.994569,76.024078,14.865428,22.703437,42.077791,14.477311,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_194.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00388.obj
Jahr,low_196,50.751336,70.568025,15.370321,32.427423,36.221743,15.406464,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_196.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00392.obj
Jahr,low_198,100.193635,85.443012,14.959195,66.280544,43.649506,13.640149,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_198.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00396.obj
Jahr,low_200,33.388693,62.628530,14.709327,23.086060,35.625126,12.605880,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_200.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00400.obj
Jahr,low_202,33.506203,64.211138,18.970845,23.688624,35.248518,14.340683,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_202.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00404.obj
Jahr,low_204,35.759721,61.540253,17.263720,26.178338,32.799993,14.324285,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_204.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00408.obj
Jahr,low_206,35.332777,57.543993,14.444581,27.967323,30.190900,12.433464,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_206.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00412.obj
Jahr,low_208,36.306486,65.181300,12.656637,28.794957,32.818012,12.004180,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_208.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00416.obj
Jahr,low_210,37.796188,67.620121,13.232743,32.603137,33.379875,12.176835,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_210.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00420.obj
Jahr,low_212,36.608238,66.158339,14.729174,28.973402,34.102533,12.199230,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_212.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00424.obj
Jahr,low_214,38.201477,65.971069,13.151443,30.570380,33.896405,12.107639,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_214.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00428.obj
Jahr,low_216,36.785599,68.026297,14.460763,29.353870,36.120947,13.170197,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_216.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00432.obj
Jahr,low_218,37.833255,70.362054,13.525944,29.885089,39.820366,12.912394,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_218.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00436.obj
Jahr,low_220,39.208636,82.638904,13.392016,30.627003,44.064883,13.198862,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_220.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00440.obj
Jahr,low_222,37.986178,81.487797,13.101391,30.513788,43.629877,13.012426,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_222.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00444.obj
Jahr,low_224,38.003031,84.472880,16.121017,29.190414,44.092607,15.834136,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_224.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00448.obj
Jahr,low_226,37.728570,90.043955,14.664743,28.544953,46.137773,14.563062,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_226.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00452.obj
Jahr,low_228,38.876604,84.238812,14.140828,29.859148,40.204812,14.119717,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_228.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00456.obj
Jahr,low_230,36.843739,77.304155,17.513100,29.165111,38.137604,15.380802,/home/haipd/DexAvatar/outputs/output_wilor/Jahr/smplifyx/meshes/low_230.obj,/home/haipd/DexAvatar/data/smplx_gt/Jahr/00460.obj
Klar,low_124,49.901728,84.700719,19.551383,28.164594,40.961798,13.712498,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_124.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00248.obj
Klar,low_126,47.615066,87.174729,20.631734,28.350921,43.036189,17.763842,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_126.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00252.obj
Klar,low_128,49.976267,83.883606,19.921023,31.423677,40.191352,15.432340,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_128.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00256.obj
Klar,low_130,53.275056,72.828129,19.814298,30.015584,34.941383,12.670389,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_130.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00260.obj
Klar,low_132,46.594594,68.974495,26.801279,28.822595,33.961076,16.274059,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_132.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00264.obj
Klar,low_134,46.393998,74.129336,24.200201,28.955070,36.916811,17.161556,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_134.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00268.obj
Klar,low_136,46.622679,67.201540,27.693819,29.843541,35.398539,18.544184,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_136.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00272.obj
Klar,low_138,41.602742,75.037993,18.650623,27.075160,42.498354,12.004640,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_138.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00276.obj
Klar,low_140,43.964032,70.442520,15.269014,29.059537,38.531374,10.157741,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_140.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00280.obj
Klar,low_142,44.882473,65.096818,14.728250,30.596044,34.813214,10.668042,/home/haipd/DexAvatar/outputs/output_wilor/Klar/smplifyx/meshes/low_142.obj,/home/haipd/DexAvatar/data/smplx_gt/Klar/00284.obj
