aggregation,clip_macro_tr_all_mm,clip_macro_tr_left_hand_mm,clip_macro_tr_right_hand_mm,clip_macro_tr_upper_body_minus_face_mm,clip_macro_tr_upper_body_minus_head_mm,clip_macro_tr_upper_body_mm,clip_macro_v2v_left_wrist_mm,clip_macro_v2v_right_wrist_mm,clips,coverage,delta_tr_all_mm,delta_tr_left_hand_mm,delta_tr_right_hand_mm,delta_tr_upper_body_minus_face_mm,delta_tr_upper_body_minus_head_mm,delta_tr_upper_body_mm,frames,method,prediction_format,prediction_root,tr_all_mm,tr_left_hand_mm,tr_right_hand_mm,tr_upper_body_minus_face_mm,tr_upper_body_minus_head_mm,tr_upper_body_mm,v2v_left_wrist_mm,v2v_right_wrist_mm
author_vertex_micro,43.08007405852999,13.796739881455386,13.02646809303121,30.41997130310144,41.716138464359304,26.890043951375873,13.796739881455386,13.026468093031212,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1493,DexAvatar,dexavatar-obj,signal4d/outputs/strict_dexavatar_obj_20260820/full_1493/DexAvatar_HaMeR,42.58672103600072,13.573461936015676,12.927136809229967,29.907412675419735,40.79602974744251,26.45599852631247,13.573461936015676,12.927136809229967
author_vertex_micro,42.86992397640795,13.489070571035015,12.437245478868057,30.369826195588153,41.71609153416389,26.838365083453816,13.489070571035015,12.437245478868057,57,1.0,-0.18464678623072928,-0.338648678097039,-0.6024175120962703,-0.04025093543726399,0.028649553075993595,-0.0424265635525245,1493,SIGNAL4D_EXT_ARM_BA_V4,dexavatar-obj,signal4d/outputs/strict_dexavatar_obj_external_20260824/full1493/SIGNAL4D_EXT_ARM_BA_V4,42.40207424976999,13.234813257918637,12.324719297133697,29.86716173998247,40.824679300518504,26.413571962759946,13.234813257918637,12.324719297133697
