aggregation,clip_macro_tr_all_mm,clip_macro_tr_left_hand_mm,clip_macro_tr_right_hand_mm,clip_macro_tr_upper_body_minus_face_mm,clip_macro_tr_upper_body_minus_head_mm,clip_macro_tr_upper_body_mm,clip_macro_v2v_left_wrist_mm,clip_macro_v2v_right_wrist_mm,clips,coverage,delta_tr_all_mm,delta_tr_left_hand_mm,delta_tr_right_hand_mm,delta_tr_upper_body_minus_face_mm,delta_tr_upper_body_minus_head_mm,delta_tr_upper_body_mm,frames,method,prediction_format,prediction_root,tr_all_mm,tr_left_hand_mm,tr_right_hand_mm,tr_upper_body_minus_face_mm,tr_upper_body_minus_head_mm,tr_upper_body_mm,v2v_left_wrist_mm,v2v_right_wrist_mm
author_vertex_micro,43.08007405852999,13.796739881455386,13.02646809303121,30.41997130310144,41.716138464359304,26.890043951375873,13.796739881455386,13.026468093031212,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1493,DexAvatar,dexavatar-obj,signal4d/outputs/strict_dexavatar_obj_20260820/full_1493/DexAvatar_HaMeR,42.58672103600072,13.573461936015676,12.927136809229967,29.907412675419735,40.79602974744251,26.45599852631247,13.573461936015676,12.927136809229967
author_vertex_micro,42.703348916872436,12.972778066785338,12.205590030345974,30.100853483774692,41.09957543272291,26.630254010022675,12.972778066785338,12.205590030345972,57,1.0,-0.34441394246099577,-0.7632328849251344,-0.8123019780718472,-0.28781712951418825,-0.559267411327113,-0.23240731839887374,1493,SIGNAL4D_EXT,dexavatar-obj,signal4d/outputs/strict_dexavatar_obj_external_20260824/full1493/SIGNAL4D_EXT,42.24230709353972,12.810229051090541,12.11483483115812,29.619595545905547,40.2367623361154,26.223591207913596,12.810229051090541,12.114834831158122
