clip_id,legacy_region_tr_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_mpjpe_mm,root_aligned_body_pve_mm,root_aligned_hand_pve_mm,root_aligned_right_hand_pve_mm,sign_type,signer_id,temporal_body_acceleration_error_mm_per_s2,temporal_body_high_frequency_energy_ratio,temporal_body_jerk_error_mm_per_s3,temporal_body_motion_amplitude_ratio,temporal_body_spectral_l1_distance,temporal_body_velocity_error_mm_per_s,temporal_hand_acceleration_error_mm_per_s2,temporal_hand_high_frequency_energy_ratio,temporal_hand_jerk_error_mm_per_s3,temporal_hand_motion_amplitude_ratio,temporal_hand_spectral_l1_distance,temporal_hand_velocity_error_mm_per_s,temporal_right_hand_acceleration_error_mm_per_s2,temporal_right_hand_high_frequency_energy_ratio,temporal_right_hand_jerk_error_mm_per_s3,temporal_right_hand_motion_amplitude_ratio,temporal_right_hand_spectral_l1_distance,temporal_right_hand_velocity_error_mm_per_s,wrist_aligned_hand_pve_mm,wrist_aligned_right_hand_pve_mm
Muell,15.57061760676286,15.57061760676286,54.861903589418006,80.98143957532305,89.2167624891727,89.2167624891727,unknown,unknown,8954.1183625684,1.5453006932040718,247428.07951850252,1.0326643380408462,0.1474304530210147,341.3143018490106,7744.008830979292,0.9979847322542915,218792.50284403344,0.9612456013335496,0.007527775352527126,320.8182975482752,7744.008830979292,0.9979847322542915,218792.50284403344,0.9612456013335496,0.007527775352527126,320.8182975482752,21.245077191275392,21.245077191275392
