clip_id,frames,method,one_handed_class_0,tr_all_mm,tr_left_hand_mm,tr_right_hand_mm,tr_upper_body_minus_face_mm,tr_upper_body_minus_head_mm,tr_upper_body_mm,v2v_left_wrist_mm,v2v_right_wrist_mm
Ablehnen,16,M1_alpha1,False,43.242572838458635,11.70866809957181,11.6255471811073,36.99299239938595,57.34681909067773,31.520505549829547,11.70866809957181,11.6255471811073
Akzeptieren,8,M1_alpha1,False,42.68706781998367,8.369540876249186,8.967805453198132,33.983326977400694,44.19100374807219,30.001652063930464,8.369540876249186,8.967805453198132
Arzt,21,M1_alpha1,False,44.1853274433958,14.39293460976956,9.508255276522213,29.29642382718559,38.50333618005017,26.1962968114899,14.39293460976956,9.508255276522213
AufgebenResignieren,12,M1_alpha1,False,42.65833867385005,8.909130165302582,8.411983057521896,32.21328497985135,44.58532713399641,28.037934548135155,8.909130165302582,8.411983057521896
AusgebenGeldVerschwenden,7,M1_alpha1,False,39.84797940238724,9.741788926964206,13.075848260228396,27.411663541066453,42.148689087406616,23.50103845331451,9.741788926964206,13.075848260228396
Auto,15,M1_alpha1,False,39.144942234082315,11.366209665261822,11.512067114594698,27.80505071119968,35.85254976589208,24.962631975130233,11.366209665261822,11.512067114594698
BesuchenEinmischen,17,M1_alpha1,False,34.91229373033245,19.276730579359246,12.227036810940346,26.541822973001935,35.4426258248623,23.889064418916178,19.276730579359246,12.227036810940346
Blitz,4,M1_alpha1,True,43.542264357405585,,15.76535313214319,40.542695672474466,57.23419777286143,35.004067329083966,,15.765353132143186
Blume,18,M1_alpha1,False,41.85048480697777,17.89194438675931,11.86827389911276,29.3289745603551,41.230868295671144,26.219885537359605,17.89194438675931,11.868273899112761
Boese,11,M1_alpha1,True,43.43875044803774,,20.125135015001497,34.41769724480669,51.48580454893936,29.933145505581788,,20.125135015001497
BroetchenAufschneiden,22,M1_alpha1,False,43.44060864247341,11.543944385933687,15.331017764726898,30.790050398403526,42.078217601741194,27.285117999418663,11.543944385933687,15.331017764726898
Dort,11,M1_alpha1,True,41.29494927129555,,10.769511661525382,31.08946617645852,50.06279232372719,26.82064733388144,,10.769511661525382
Duenn,15,M1_alpha1,True,42.04304764364095,,13.109532129626182,29.872412651690617,44.466402451498325,26.173668331400595,,13.109532129626182
Einkaufen,6,M1_alpha1,False,38.79354945789635,15.848351908994445,26.21792196876214,29.785123434037,37.020922184233626,26.54812174062779,15.848351908994445,26.21792196876214
Einnehmen,9,M1_alpha1,False,35.86671280599423,17.036749483545904,14.222573285221857,27.654503798803216,38.65301866344455,24.660879986076445,17.036749483545904,14.222573285221857
EinstellenJob,14,M1_alpha1,False,47.548241240762316,16.270925211542394,9.065631026770944,41.263945679883136,57.22649643243166,36.06177310692276,16.270925211542394,9.065631026770944
EisGefroren,14,M1_alpha1,False,42.114088416915656,13.109207366129684,10.332938839274401,32.410716101398364,44.07803806449408,28.320788037581103,13.109207366129684,10.332938839274401
Empathie,26,M1_alpha1,False,49.38916391706904,12.954860329238453,13.988121988699687,35.60284041247564,55.36992948880898,30.567106242775797,12.954860329238453,13.988121988699687
Entschuldigung,10,M1_alpha1,False,41.82729115329281,11.630433797161366,13.259309738234132,31.6139790834684,46.151139405750136,28.10000856107343,11.630433797161366,13.259309738234132
FestellenDiagnose,14,M1_alpha1,False,45.45984058745467,9.572321809901197,13.43763909030666,30.393242232029117,48.58936144578287,25.889996051306976,9.572321809901197,13.43763909030666
Frech,4,M1_alpha1,True,42.83400062057579,,10.99045845844117,31.580166925116075,42.578634023666254,28.445789250575228,,10.99045845844117
Frieren,18,M1_alpha1,False,40.999830930670406,10.004735956303913,13.05063809901266,28.844618572840893,34.68269351864383,26.307699481192618,10.004735956303913,13.05063809901266
Frisch,14,M1_alpha1,False,50.40831079239387,8.766458173124501,8.728974499391855,39.4394491764216,40.18553459171041,36.70513288220442,8.766458173124501,8.728974499391855
Froh,13,M1_alpha1,False,49.999388598134175,10.129187211084226,8.945886692975222,44.15589195685224,54.21447018924535,39.590779623128086,10.129187211084226,8.945886692975222
