clip_id,frame_id,method,one_handed_class_0,tr_all_mm,tr_left_hand_mm,tr_right_hand_mm,tr_upper_body_minus_face_mm,tr_upper_body_minus_head_mm,tr_upper_body_mm,v2v_left_wrist_mm,v2v_right_wrist_mm
Blitz,131,S0,True,30.816529156302753,,14.167081947869114,26.069105454470925,37.124608448058346,22.50662162256729,,14.167081947869114
Blitz,133,S0,True,33.94884185145851,,16.10257416356612,31.38652994473954,49.51375652667294,26.563941357940788,,16.10257416356612
Blitz,135,S0,True,29.70977070152642,,14.081839300804367,24.796240022889485,39.23225876888511,20.88820380386648,,14.081839300804361
Blitz,137,S0,True,39.646053723836324,,15.199461718700748,33.15392413859734,52.82489381852749,28.11556184809081,,15.199461718700748
Blitz,139,S0,True,33.64009027984254,,12.730029736244584,25.688582413059503,38.26223808966413,22.037880629828695,,12.730029736244584
Blitz,141,S0,True,38.50260057522457,,13.32046177682546,29.965425040225444,47.052630028603545,26.00932699018733,,13.32046177682546
Blitz,143,S0,True,36.20805959752736,,10.777287188866278,26.241219552246395,36.17191137272482,22.804616620338457,,10.777287188866278
Blitz,145,S0,True,40.44411936593745,,12.207687563260022,30.337070523119845,42.66495626804283,26.761847631348626,,12.207687563260022
Blitz,147,S0,True,37.750170260680655,,11.995470392105675,24.842254762304073,35.02604713568338,22.269146981964127,,11.995470392105675
Blitz,149,S0,True,38.72227076049806,,11.622355938723235,25.951567685870003,36.74954655315355,23.06593807421796,,11.622355938723235
Blitz,151,S0,True,37.448447827330064,,11.136624853286829,24.723925799827864,38.367310275213,21.32444036736255,,11.13662485328683
Blitz,153,S0,True,38.893062206053536,,11.46624221950284,30.427666062096165,42.44693994322498,26.430871391403393,,11.466242219502838
Blitz,155,S0,True,33.26323408312019,,12.277149480827823,21.934380450909355,32.78490134218677,19.03979028486619,,12.277149480827823
Blitz,157,S0,True,35.83439079748804,,11.89528288455724,25.20043928024472,39.17223205346504,21.850680978048022,,11.895282884557234
Blitz,159,S0,True,38.56902272914157,,11.219166414208507,25.36018489030808,37.35349215051191,22.11808843267086,,11.219166414208505
Blitz,161,S0,True,41.3404140806298,,11.499450372544224,29.59024380973946,41.499363265966046,26.075180354208573,,11.499450372544224
Blitz,163,S0,True,33.88706488723705,,12.5973334691401,26.239072610490243,34.02582719579416,23.07897758336718,,12.5973334691401
Blitz,165,S0,True,34.92985902221519,,14.492938260780434,27.246318159193144,35.046245148859754,24.072880361280287,,14.492938260780434
Blitz,167,S0,True,36.286937143426016,,14.48543079093983,26.691209582782136,33.78812079119081,23.73449452569371,,14.48543079093983
Blitz,169,S0,True,42.47931217423314,,15.565380352371552,32.21128261363051,43.5606974657882,28.170021615953647,,15.565380352371552
Blitz,171,S0,True,42.92759151170327,,17.40845776820919,33.06232658922305,45.64898702221577,29.066361310626583,,17.408457768209193
Blitz,173,S0,True,42.09546675678587,,15.840758345157326,35.59708557290188,46.90386097595742,31.268279642057617,,15.840758345157326
Blitz,175,S0,True,39.7103922147324,,17.2202156913025,32.035849172111405,44.217104714854955,27.720071857488815,,17.2202156913025
Blitz,177,S0,True,37.51365554277333,,16.956177600040828,31.136952736255775,39.99464769620064,27.038843227169284,,16.956177600040828
Dort,171,S0,True,37.82751143040278,,11.054881506630156,24.247060284264354,37.21181906669769,20.867053291959788,,11.054881506630156
Dort,173,S0,True,38.61951417752446,,11.236464144360712,25.55103884932145,39.895656145904766,22.30655694673685,,11.236464144360712
Dort,175,S0,True,39.74103743039321,,11.288415752977608,25.990563904101883,39.414220323569545,22.931770238166948,,11.288415752977608
Dort,177,S0,True,40.542696714190605,,11.87835076538902,29.435646232769436,45.32531889749554,25.421748143891026,,11.878350765389023
Dort,179,S0,True,36.38571918771543,,12.47943414644057,27.600988433944163,40.41323967043202,23.658042207970546,,12.47943414644057
Dort,181,S0,True,34.39976658763151,,11.192687423694688,25.051770078568318,38.11695681534927,21.574344505507153,,11.192687423694688
Dort,183,S0,True,35.91453688876289,,11.859024429555445,27.947406965472794,41.0337257512174,24.07651746975199,,11.859024429555443
Dort,185,S0,True,35.856093952784654,,10.98977007328874,27.473020661927922,40.313268635985416,23.936214223403493,,10.989770073288735
Dort,187,S0,True,37.43596779425277,,11.164589531884246,28.28539079599169,41.150302203366934,24.695747204506507,,11.164589531884246
Dort,189,S0,True,34.90668086998255,,10.491761152012188,25.174651608434147,37.5227518268273,21.713760247288178,,10.491761152012188
Dort,191,S0,True,36.150561699233435,,12.4466498637677,29.07003640809324,41.220606811845855,25.00401315759342,,12.4466498637677
Dort,193,S0,True,36.08164806492063,,10.739954862347394,25.708956624094412,38.62343305817864,22.088503278368087,,10.739954862347394
Dort,195,S0,True,36.968023066655036,,11.570560474461661,25.839716288267578,38.91653196587318,22.182499570179896,,11.570560474461661
EinstellenJob,140,S0,False,49.66384063230476,9.11147713989211,8.91015589475219,29.81563754519108,45.5264649297955,25.727463873379165,9.111477139892108,8.91015589475219
