clip_id,legacy_region_tr_hand_pve_mm,legacy_region_tr_left_hand_pve_mm,legacy_region_tr_right_hand_pve_mm,root_aligned_body_mpjpe_mm,root_aligned_body_pve_mm,root_aligned_hand_pve_mm,root_aligned_left_hand_pve_mm,root_aligned_right_hand_pve_mm,temporal_body_acceleration_error_mm_per_s2,temporal_body_high_frequency_energy_ratio,temporal_body_jerk_error_mm_per_s3,temporal_body_motion_amplitude_ratio,temporal_body_spectral_l1_distance,temporal_body_velocity_error_mm_per_s,temporal_hand_acceleration_error_mm_per_s2,temporal_hand_high_frequency_energy_ratio,temporal_hand_jerk_error_mm_per_s3,temporal_hand_motion_amplitude_ratio,temporal_hand_spectral_l1_distance,temporal_hand_velocity_error_mm_per_s,temporal_left_hand_acceleration_error_mm_per_s2,temporal_left_hand_high_frequency_energy_ratio,temporal_left_hand_jerk_error_mm_per_s3,temporal_left_hand_motion_amplitude_ratio,temporal_left_hand_spectral_l1_distance,temporal_left_hand_velocity_error_mm_per_s,temporal_right_hand_acceleration_error_mm_per_s2,temporal_right_hand_high_frequency_energy_ratio,temporal_right_hand_jerk_error_mm_per_s3,temporal_right_hand_motion_amplitude_ratio,temporal_right_hand_spectral_l1_distance,temporal_right_hand_velocity_error_mm_per_s,wrist_aligned_hand_pve_mm,wrist_aligned_left_hand_pve_mm,wrist_aligned_right_hand_pve_mm
Frech,12.623476585531906,,12.623476585531906,49.892356214412104,73.38830568797563,71.7516048194748,,71.7516048194748,5909.43972333532,2.3886008437890216,159231.59396028434,1.1524319456135261,0.14484519452613126,246.95108310321305,5255.068760225848,1.020480620637352,141101.66095720482,0.9564340447922958,0.01192568757751989,257.02712339482815,,,,,,,5255.068760225848,1.020480620637352,141101.66095720482,0.9564340447922958,0.01192568757751989,257.02712339482815,24.177926085710478,,24.177926085710478
Frieren,11.775503441248361,10.501824246469146,13.049182636027579,53.79913603758998,44.56059800819185,53.468975365685154,58.161576856836554,48.776373874533775,3225.73312306869,0.47863423382172166,87118.60021835958,2.600270636061704,0.5780378246226189,148.73931433679354,3434.1566563471315,0.816099679608568,90700.64171669909,1.4881907659565876,0.32436674578718055,164.33420258188065,3323.3944743472703,0.7309441264346237,87173.87714306812,1.667990917129789,0.43105911207044445,163.76556227428844,3544.918838346993,0.9012552327825122,94227.40629033005,1.3083906147833861,0.21767437950391666,164.90284288947285,20.684198501810204,17.282760030630815,24.085636972989594
Frisch,12.77412303906833,13.299733650495078,12.248512427641582,51.717176979552626,63.272802868144325,83.50806404383486,76.88767995220712,90.12844813546263,4838.9945793525185,1.2705466314905662,126289.29767712348,1.0915499863932479,0.045167794219876226,198.32946158575442,5067.3108039746185,1.0600225024059182,130061.73038117823,1.023290645275647,0.02836208884655532,252.26560321912336,4778.182303364146,1.077879186748162,119569.55993418528,1.014688695737627,0.01937441089645756,236.52519583099127,5356.439304585092,1.0421658180636744,140553.90082817117,1.031892594813667,0.037349766796653076,268.00601060725546,20.354640815030123,22.606706226691944,18.102575403368306
Froh,10.278626757257989,9.943822885990887,10.613430628525094,59.33812871925998,48.79048183386413,62.56111289768668,50.28370134734187,74.83852444803146,4109.934552629268,1.6250253797127532,105462.62299939075,1.1275232035474656,0.471447820975485,186.5621521635032,7782.162868666723,1.288365830080772,196355.13520012936,1.090175451784766,0.3797349416921718,356.3980867243265,7596.619661730341,1.2261446641657876,185029.22571267156,1.2001231459679402,0.5482859818934979,351.6185719580724,7967.706075603105,1.3505869959957566,207681.04468758713,0.9802277576015915,0.21118390149084573,361.1776014905806,16.244990961107842,15.830160021618184,16.659821900597496
Glas,12.642466515626621,11.988424251772848,13.29650877948039,48.738977012787956,43.528818338161805,48.60758686705165,35.79966585318564,61.415507880917666,3712.8792630965204,1.6624701828952797,102371.32369556061,1.044547548718778,0.1309752906331436,141.15915571248658,4542.772668447109,1.240638506281608,116906.07251760032,1.0265979531838623,0.10258714517270268,189.42808823691627,5865.603369006646,1.42834037738578,140173.87618021553,0.9441740960618802,0.13690436666065306,243.72566648435344,3219.941967887571,1.0529366351774363,93638.26885498512,1.1090218103058445,0.06826992368475228,135.13050998947907,18.891878905284106,19.12049262648209,18.66326518408612
IdiomPffIgnorieren,13.002964829946599,13.191004549930485,12.814925109962715,74.64699476508628,55.736690669176156,73.16913525839638,68.78327233354662,77.55499818324613,2176.2347954155316,0.9316751657976622,55781.820910390714,1.1493705676055872,0.07461155961577416,93.15211288631279,3138.4617438440114,0.8778165381804643,81913.86519665574,1.1759473603085189,0.13812765651733733,132.4037634789165,2667.6383012782976,0.8365297482583826,73919.96723533138,1.232733997045563,0.20623018306092558,106.96040637822345,3609.285186409725,0.9191033281025462,89907.76315798011,1.1191607235714744,0.07002512997374906,157.84712057960954,19.958703929132174,16.610333559055235,23.307074299209116
Jahr,13.301096716161911,,13.301096716161911,47.48104411666826,56.40232264225623,52.570781131584454,,52.570781131584454,9034.158603600876,33.27226701197003,246528.8622453696,1.0899972737710564,0.24240610030859408,355.0847878869488,9700.255186425964,5.5913548196057645,245221.9327141619,1.0079672627732277,0.055281031071247114,417.5306414705308,,,,,,,9700.255186425964,5.5913548196057645,245221.9327141619,1.0079672627732277,0.055281031071247114,417.5306414705308,15.199885235711736,,15.199885235711736
Klar,12.603608383652672,,12.603608383652672,46.826302927697306,61.38132159782094,54.955944376115454,,54.955944376115454,7148.0892471584275,2.4667767250297583,198621.7142386063,1.134974347637566,0.2913085050909644,275.6217136360913,4004.630104613903,1.1564730744023979,97759.55001077859,0.9475469028062641,0.032595529490785785,214.0575663813035,,,,,,,4004.630104613903,1.1564730744023979,97759.55001077859,0.9475469028062641,0.032595529490785785,214.0575663813035,18.22160145091029,,18.22160145091029
Kochen,13.044182852841407,10.570310082428255,15.51805562325456,50.932245478995206,52.97155220490714,64.9227366959786,77.84807535562709,51.99739803633009,4336.558348998723,3.874350742196696,120653.17451080219,1.1181367274581868,0.3801688400541997,167.81183889360562,5939.336375877854,3.67540332225366,166267.8114877565,1.4106405224060088,0.6449346562110609,237.82059052973574,5372.339535198369,5.5919124891108165,149145.53246986112,1.8945208557294986,1.075076709478468,214.9838002375272,6506.333216557339,1.7588941553965034,183390.09050565187,0.9267601890825189,0.21479260294365404,260.6573808219443,16.722719679110952,14.816989505712941,18.628449852508965
Lesen,10.373975866739459,9.624976644532497,11.122975088946422,58.66574389961913,51.847078555784066,74.03929108655426,96.10104506170445,51.977537111404025,3859.3302886144834,1.1814943586314506,105736.89648904435,1.0111548440074967,0.10244510582327183,146.09261838219354,6769.3024857951805,2.1355059417839155,189027.04815563228,1.4389588771841415,0.44396831315752344,254.01220527523108,9266.742075364036,3.2847087019474253,261833.51165150423,1.8935076382546168,0.8373303878391422,328.41167692049805,4271.862896226325,0.9863031816204058,116220.5846597603,0.9844101161136662,0.0506062384759047,179.6127336299641,15.488199688692653,16.560096827303003,14.4163025500823
